RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15005405,Cust05405,621,Spain,Male,46,1,77836.51,1,0,1,159.6,1
15005406,Cust05406,571,France,Female,53,3,12721.25,2,0,1,84.06,1
15005407,Cust05407,691,France,Female,33,7,137947.27,2,1,0,90.17,1
15005408,Cust05408,726,Germany,Female,36,2,126001.48,1,0,0,143.12,0
15005409,Cust05409,636,France,Female,18,2,66542.21,1,1,1,88.66,0
15005410,Cust05410,540,France,Female,30,4,86845.25,1,1,0,169.94,1
15005411,Cust05411,652,France,Female,25,2,120980.48,1,1,1,107.83,0
15005412,Cust05412,817,France,Female,47,3,153948.57,2,1,1,40.73,0
15005413,Cust05413,674,Spain,Female,34,2,0.0,2,0,1,81.25,0
15005414,Cust05414,655,Germany,Male,47,5,21226.47,2,1,1,176.59,0
15005415,Cust05415,624,France,Female,52,9,66752.45,2,0,0,47.69,0
15005416,Cust05416,610,France,Male,30,2,28125.79,4,1,1,84.5,0
15005417,Cust05417,707,Germany,Female,47,9,6507.35,3,1,1,83.94,0
15005418,Cust05418,491,Spain,Male,62,8,84752.31,4,1,0,114.77,0
15005419,Cust05419,595,Spain,Male,37,3,52015.86,2,1,1,119.23,0
15005420,Cust05420,594,France,Male,29,1,63371.92,1,1,1,52.49,0
15005421,Cust05421,705,Germany,Female,60,10,42785.69,1,1,1,133.57,1
15005422,Cust05422,655,France,Female,23,2,89943.54,1,0,1,178.68,0
15005423,Cust05423,785,France,Female,36,10,19468.53,2,0,1,195.72,0
15005424,Cust05424,667,Spain,Male,30,0,100934.2,1,0,0,16.75,0
15005425,Cust05425,680,France,Female,35,2,72461.05,2,1,1,16.27,0
15005426,Cust05426,667,France,Female,44,1,62290.05,1,1,1,31.16,1
15005427,Cust05427,647,Germany,Male,49,9,32019.75,2,1,0,110.3,0
15005428,Cust05428,651,Germany,Male,44,10,119100.2,2,0,1,138.95,0
15005429,Cust05429,649,France,Female,22,2,43717.28,1,0,1,72.73,0
15005430,Cust05430,662,Germany,Female,50,9,8275.15,3,1,1,77.95,0
15005431,Cust05431,635,France,Female,55,8,123706.35,1,0,1,167.23,1
15005432,Cust05432,549,France,Female,45,2,67123.69,2,0,0,150.96,0
15005433,Cust05433,728,Germany,Female,30,3,18533.14,2,0,1,133.45,0
15005434,Cust05434,697,France,Female,18,10,153255.65,1,1,1,88.94,0
15005435,Cust05435,612,France,Male,25,6,0.0,2,1,1,165.26,0
15005436,Cust05436,811,France,Male,34,0,147188.7,1,1,0,105.71,1
15005437,Cust05437,724,France,Female,35,1,82778.89,2,0,0,91.93,0
15005438,Cust05438,623,France,Male,29,7,44524.59,2,1,1,175.95,0
15005439,Cust05439,693,Germany,Female,33,10,58735.19,1,0,0,71.94,0
15005440,Cust05440,603,Germany,Male,38,4,40629.95,2,1,1,86.48,0
15005441,Cust05441,850,Spain,Male,33,0,46298.9,1,1,0,155.07,0
15005442,Cust05442,835,Germany,Female,53,2,58020.07,2,1,1,78.58,0
15005443,Cust05443,599,Germany,Female,24,3,22226.5,1,0,1,185.95,0
15005444,Cust05444,558,Germany,Male,18,10,112661.85,2,0,1,77.21,0
15005445,Cust05445,676,Germany,Female,53,6,47859.22,2,0,0,144.99,0
15005446,Cust05446,810,France,Male,23,10,154146.62,1,0,0,151.41,0
15005447,Cust05447,711,France,Female,27,5,134180.26,1,1,1,119.08,0
15005448,Cust05448,704,Germany,Male,32,9,148679.59,1,1,1,101.83,0
15005449,Cust05449,682,France,Male,41,0,107518.86,2,0,1,39.12,1
15005450,Cust05450,672,Germany,Male,49,5,67217.13,2,1,1,126.19,1
15005451,Cust05451,849,Spain,Male,38,4,0.0,2,0,0,152.91,1
15005452,Cust05452,688,Spain,Male,28,7,148671.83,2,0,1,96.53,0
15005453,Cust05453,466,France,Male,44,9,19133.18,1,1,1,159.82,0
15005454,Cust05454,751,Spain,Female,31,5,37899.18,1,0,1,13.56,1
15005455,Cust05455,745,France,Female,22,9,1714.18,2,0,1,105.26,0
15005456,Cust05456,738,Spain,Female,46,0,153240.94,1,0,0,85.2,1
15005457,Cust05457,758,Spain,Male,31,3,58211.11,4,1,0,180.09,0
15005458,Cust05458,773,France,Male,52,2,92578.26,1,1,1,22.13,1
15005459,Cust05459,613,France,Male,46,2,0.0,2,0,1,18.19,1
15005460,Cust05460,738,Spain,Female,40,1,111221.42,2,1,1,88.62,0
15005461,Cust05461,536,France,Female,39,5,59376.12,2,0,0,194.13,1
15005462,Cust05462,771,France,Male,45,8,0.0,1,1,0,78.14,0
15005463,Cust05463,708,Germany,Male,43,0,98475.68,2,0,0,75.42,0
15005464,Cust05464,483,Germany,Male,59,9,94182.83,3,0,1,63.63,0
15005465,Cust05465,624,Spain,Female,41,8,51186.18,2,0,1,24.04,0
15005466,Cust05466,593,France,Female,30,4,0.0,2,0,1,33.32,0
15005467,Cust05467,595,France,Female,30,4,110540.35,1,1,1,187.81,1
15005468,Cust05468,620,Spain,Male,18,1,110471.82,2,0,1,90.68,0
15005469,Cust05469,709,France,Male,47,8,0.0,2,1,1,56.37,0
15005470,Cust05470,749,Germany,Male,45,10,148037.87,1,0,0,67.0,1
15005471,Cust05471,673,France,Male,60,8,154541.82,3,1,1,119.57,0
15005472,Cust05472,631,Germany,Female,31,4,144501.94,2,0,0,99.79,0
15005473,Cust05473,668,Germany,Female,47,6,0.0,1,1,1,33.36,0
15005474,Cust05474,725,France,Male,38,3,0.0,1,1,1,66.16,0
15005475,Cust05475,465,Spain,Male,47,3,104347.18,3,0,0,43.39,0
15005476,Cust05476,753,Germany,Female,32,2,61512.26,2,0,1,64.55,1
15005477,Cust05477,661,France,Female,49,3,0.0,2,1,0,52.47,1
15005478,Cust05478,639,France,Female,20,2,60738.09,1,1,0,88.35,0
15005479,Cust05479,701,Spain,Female,52,7,81475.16,1,1,0,171.91,0
15005480,Cust05480,636,Germany,Female,22,2,118729.76,2,1,1,172.76,0
15005481,Cust05481,603,France,Male,37,6,83007.28,1,1,0,59.94,0
15005482,Cust05482,842,France,Female,32,7,161428.54,4,0,1,182.59,0
15005483,Cust05483,640,France,Female,55,10,0.0,2,1,1,190.05,0
15005484,Cust05484,380,Spain,Female,34,10,84332.02,2,1,0,74.81,1
15005485,Cust05485,679,Germany,Female,31,4,163240.16,1,1,0,73.49,0
15005486,Cust05486,598,France,Female,41,2,133986.66,1,1,1,54.99,0
15005487,Cust05487,604,France,Female,35,10,40907.4,1,0,0,95.74,0
15005488,Cust05488,696,Spain,Female,32,5,116057.02,1,0,0,91.3,0
15005489,Cust05489,547,Germany,Female,45,5,28379.64,1,0,0,113.17,0
15005490,Cust05490,623,Germany,Male,31,10,0.0,2,0,1,64.01,0
15005491,Cust05491,589,France,Female,55,1,44662.13,1,1,1,137.92,0
15005492,Cust05492,850,France,Female,25,9,117065.47,1,0,1,107.98,0
15005493,Cust05493,789,France,Female,18,2,0.0,2,1,0,105.17,0
15005494,Cust05494,729,France,Male,18,3,162303.73,3,0,1,178.83,0
15005495,Cust05495,641,France,Male,56,5,147933.07,2,1,1,120.31,0
15005496,Cust05496,641,Germany,Male,33,9,79833.56,1,0,0,30.87,0
15005497,Cust05497,567,France,Female,52,0,55529.58,2,1,1,62.56,0
15005498,Cust05498,777,Spain,Male,28,7,63526.46,4,1,1,127.45,1
15005499,Cust05499,403,Spain,Female,41,7,71374.47,1,0,1,33.07,0
15005500,Cust05500,741,France,Female,33,10,92818.93,2,1,1,29.55,0
15005501,Cust05501,703,Germany,Male,39,10,159872.0,2,1,1,124.31,0
15005502,Cust05502,554,France,Male,40,9,151948.85,1,0,0,28.34,1
15005503,Cust05503,640,France,Male,25,2,108114.35,2,0,1,33.53,0
15005504,Cust05504,785,France,Male,44,5,123813.9,1,0,0,47.82,0
15005505,Cust05505,598,France,Male,35,5,35703.45,1,0,0,39.34,0
15005506,Cust05506,658,France,Female,64,2,74264.99,1,1,0,11.81,0
15005507,Cust05507,745,Spain,Female,28,10,30926.43,1,1,0,41.02,0
15005508,Cust05508,624,Spain,Male,35,8,125371.23,2,1,0,132.32,0
15005509,Cust05509,649,France,Female,29,2,122147.51,1,0,1,132.67,1
15005510,Cust05510,611,France,Male,47,5,60072.82,1,0,0,149.65,0
15005511,Cust05511,550,France,Male,20,1,117003.08,2,0,1,191.98,0
15005512,Cust05512,696,France,Female,18,0,0.0,2,0,1,143.6,0
15005513,Cust05513,556,Spain,Female,39,3,30587.86,1,0,0,174.97,0
15005514,Cust05514,580,Germany,Male,54,4,167558.73,1,1,0,35.14,0
15005515,Cust05515,655,France,Female,38,3,0.0,2,1,0,169.09,1
15005516,Cust05516,519,Spain,Male,28,6,152135.24,2,0,1,51.56,0
15005517,Cust05517,566,France,Female,38,6,52705.49,1,1,0,64.57,0
15005518,Cust05518,656,France,Female,42,5,89828.36,2,1,0,150.07,0
15005519,Cust05519,755,Germany,Female,35,4,105624.33,1,0,1,16.16,0
15005520,Cust05520,555,Germany,Female,56,7,89766.7,3,0,1,16.18,0
15005521,Cust05521,806,France,Male,34,5,10578.47,2,0,0,19.17,0
15005522,Cust05522,649,Germany,Female,35,8,18789.59,1,0,1,160.3,0
15005523,Cust05523,758,France,Female,45,7,65130.88,2,0,0,54.4,1
15005524,Cust05524,723,Germany,Male,28,4,63107.25,1,0,1,149.65,0
15005525,Cust05525,709,Germany,Female,18,9,158308.39,1,1,1,186.35,1
15005526,Cust05526,783,Spain,Female,43,10,56127.9,2,0,1,36.16,0
15005527,Cust05527,555,Spain,Female,26,1,167416.54,1,1,0,175.07,0
15005528,Cust05528,679,France,Female,44,0,133691.67,1,1,1,90.87,0
15005529,Cust05529,652,France,Male,52,2,63985.87,2,0,1,158.98,0
15005530,Cust05530,727,Spain,Male,18,10,29329.04,1,1,0,143.39,0
15005531,Cust05531,811,Spain,Male,35,10,113154.3,1,1,0,155.23,0
15005532,Cust05532,622,France,Female,34,2,45700.48,2,1,1,40.44,0
15005533,Cust05533,710,Spain,Male,33,7,121793.7,1,0,0,142.26,0
15005534,Cust05534,623,Germany,Female,29,10,0.0,2,1,1,148.75,0
15005535,Cust05535,700,Germany,Female,35,6,117493.66,2,0,0,188.09,0
15005536,Cust05536,674,France,Male,37,9,9123.03,3,0,1,150.36,0
15005537,Cust05537,653,Germany,Female,47,7,0.0,2,1,0,148.26,1
15005538,Cust05538,570,Spain,Female,31,1,76083.9,2,0,1,117.84,0
15005539,Cust05539,765,France,Male,36,9,81195.75,2,0,1,154.69,0
15005540,Cust05540,610,Germany,Male,41,3,0.0,2,0,1,52.21,0
15005541,Cust05541,684,France,Male,42,8,118858.27,1,0,0,15.79,0
15005542,Cust05542,435,France,Female,27,6,88924.35,4,1,1,136.46,1
15005543,Cust05543,721,France,Female,65,3,74764.24,1,0,1,192.54,0
15005544,Cust05544,561,Spain,Female,32,2,134938.93,2,0,1,166.79,0
15005545,Cust05545,681,Germany,Female,34,7,201893.83,1,0,0,49.07,0
15005546,Cust05546,733,Spain,Female,45,1,139923.13,2,0,0,42.94,1
15005547,Cust05547,680,France,Female,35,1,98397.64,3,0,1,197.87,1
15005548,Cust05548,405,Germany,Male,25,4,27381.91,2,1,1,135.21,1
15005549,Cust05549,654,France,Male,41,4,125511.22,1,0,1,104.93,0
15005550,Cust05550,773,France,Female,36,10,42228.83,2,0,1,19.37,0
15005551,Cust05551,770,France,Female,39,4,21500.95,1,0,0,63.94,0
15005552,Cust05552,634,Germany,Male,51,4,162166.07,2,1,1,144.25,1
15005553,Cust05553,496,Spain,Male,32,7,81209.35,1,1,1,170.34,0
15005554,Cust05554,715,France,Male,33,7,3459.77,2,0,1,34.92,0
15005555,Cust05555,595,Spain,Female,37,6,56880.53,1,1,0,69.67,0
15005556,Cust05556,665,France,Male,18,3,113852.76,1,1,0,137.42,0
15005557,Cust05557,594,France,Male,18,8,187131.95,1,1,0,51.34,0
15005558,Cust05558,562,France,Female,42,1,189225.67,2,1,1,103.82,1
15005559,Cust05559,378,France,Female,32,4,30767.21,3,1,0,164.4,0
15005560,Cust05560,657,France,Female,50,6,99452.06,3,0,1,145.31,0
15005561,Cust05561,692,Spain,Male,27,0,226198.45,1,1,0,113.59,1
15005562,Cust05562,681,France,Female,51,0,81075.4,2,0,0,133.29,0
15005563,Cust05563,647,Germany,Male,54,2,17338.48,1,0,1,135.64,1
15005564,Cust05564,649,France,Female,34,2,170529.96,1,1,1,151.41,0
15005565,Cust05565,635,Germany,Female,41,8,73872.88,2,0,1,66.36,0
15005566,Cust05566,580,Spain,Female,28,10,0.0,2,1,0,113.38,0
15005567,Cust05567,718,France,Male,26,1,169618.74,1,1,1,130.33,0
15005568,Cust05568,850,France,Female,46,6,0.0,2,0,1,81.93,1
15005569,Cust05569,742,Spain,Female,30,10,59753.82,2,0,0,42.67,1
15005570,Cust05570,532,France,Male,18,1,151359.17,2,0,1,135.13,0
15005571,Cust05571,767,France,Male,39,8,108303.78,2,0,0,40.97,1
15005572,Cust05572,471,Spain,Male,63,8,16792.23,1,1,1,175.56,0
15005573,Cust05573,657,Germany,Male,44,3,227928.26,1,0,0,146.89,0
15005574,Cust05574,528,France,Female,32,3,144850.83,1,1,1,34.0,0
15005575,Cust05575,583,Spain,Male,32,9,22670.16,2,0,1,143.87,0
15005576,Cust05576,589,France,Male,40,5,48546.96,2,0,0,120.1,0
15005577,Cust05577,695,Germany,Male,27,8,69673.63,1,0,0,198.8,0
15005578,Cust05578,655,France,Female,31,6,75489.59,1,0,1,167.84,0
15005579,Cust05579,769,Spain,Male,37,4,0.0,2,1,0,22.34,1
15005580,Cust05580,671,Germany,Female,58,1,38072.74,2,0,1,49.58,0
15005581,Cust05581,732,France,Male,47,5,17085.2,1,1,0,64.0,1
15005582,Cust05582,519,Spain,Male,38,1,171017.05,1,1,1,20.38,0
15005583,Cust05583,792,France,Male,32,9,158979.55,2,0,0,41.58,0
15005584,Cust05584,599,Spain,Female,34,2,36742.45,2,1,1,158.56,0
15005585,Cust05585,583,France,Male,33,6,63164.51,2,1,0,101.85,1
15005586,Cust05586,536,France,Male,19,7,39823.4,4,0,1,136.68,1
15005587,Cust05587,762,France,Male,44,9,150598.24,1,0,0,72.67,1
15005588,Cust05588,695,France,Female,45,2,107599.11,1,0,1,122.98,1
15005589,Cust05589,611,France,Female,32,7,89646.81,1,1,1,121.61,0
15005590,Cust05590,681,Spain,Male,50,1,150975.33,1,1,0,48.42,0
15005591,Cust05591,809,Germany,Male,39,2,41651.04,2,0,0,132.56,1
15005592,Cust05592,601,France,Male,50,5,53760.21,1,0,1,130.33,0
15005593,Cust05593,537,Germany,Male,36,8,78391.54,2,1,1,130.97,0
15005594,Cust05594,673,France,Male,46,10,0.0,1,1,1,124.05,0
15005595,Cust05595,615,France,Male,47,0,71066.84,2,0,1,91.63,0
15005596,Cust05596,586,France,Female,39,9,1082.18,2,0,1,25.7,0
15005597,Cust05597,471,France,Female,30,10,108629.72,1,1,0,57.59,0
15005598,Cust05598,494,France,Male,29,7,9584.47,2,0,0,121.64,0
15005599,Cust05599,725,France,Male,40,1,87534.96,2,0,0,118.68,0
15005600,Cust05600,662,Germany,Male,60,4,15430.23,1,0,0,159.48,0
15005601,Cust05601,591,France,Female,44,9,119636.06,1,0,0,166.04,1
15005602,Cust05602,652,France,Male,28,1,6821.35,2,0,0,66.9,0
15005603,Cust05603,723,France,Female,25,2,49665.85,4,1,0,61.04,0
15005604,Cust05604,656,France,Female,42,4,44732.65,1,1,1,15.33,0
15005605,Cust05605,639,France,Male,40,6,45043.98,1,0,0,150.03,1
15005606,Cust05606,584,France,Female,52,1,44205.23,2,0,1,173.5,0
15005607,Cust05607,686,Germany,Female,41,0,52616.34,1,0,1,54.22,1
15005608,Cust05608,679,France,Male,26,0,0.0,2,1,1,25.57,0
15005609,Cust05609,607,Germany,Male,45,10,39985.49,1,1,0,105.84,0
15005610,Cust05610,693,France,Female,58,6,79884.68,1,0,1,55.93,1
15005611,Cust05611,629,Spain,Male,35,2,13282.64,2,1,1,73.24,0
15005612,Cust05612,713,France,Female,40,5,30565.58,2,0,0,77.56,0
15005613,Cust05613,749,France,Male,56,5,122838.63,2,1,1,134.6,0
15005614,Cust05614,617,Spain,Male,49,5,127654.08,2,1,1,193.35,1
15005615,Cust05615,690,France,Female,39,10,49921.6,2,1,1,30.05,0
15005616,Cust05616,690,Germany,Female,48,8,120241.1,2,0,1,16.45,0
15005617,Cust05617,578,Spain,Male,36,1,79443.4,2,0,1,173.15,0
15005618,Cust05618,644,France,Male,53,4,144653.25,1,1,0,73.11,1
15005619,Cust05619,657,Spain,Female,33,5,59663.03,2,1,1,174.42,0
15005620,Cust05620,688,Germany,Male,18,7,91259.3,1,1,1,36.0,1
15005621,Cust05621,637,Germany,Male,40,10,107986.19,1,1,1,45.91,0
15005622,Cust05622,715,France,Male,18,8,64563.82,1,0,0,125.77,0
15005623,Cust05623,751,Germany,Male,55,7,42239.26,1,0,1,66.48,1
15005624,Cust05624,550,France,Male,41,1,174772.59,1,0,1,23.6,0
15005625,Cust05625,583,France,Male,37,10,15408.34,3,0,1,94.67,1
15005626,Cust05626,583,Germany,Female,27,7,17857.23,2,1,1,193.79,0
15005627,Cust05627,780,France,Male,60,10,102343.56,2,1,1,148.04,0
15005628,Cust05628,662,Germany,Male,32,7,40734.06,2,0,1,182.02,1
15005629,Cust05629,547,France,Female,30,3,65369.61,1,0,1,152.47,0
15005630,Cust05630,620,Spain,Male,18,1,187854.49,1,1,1,87.83,0
15005631,Cust05631,767,Spain,Female,46,2,0.0,1,0,0,68.34,1
15005632,Cust05632,812,Germany,Female,20,4,104534.81,1,0,0,103.7,0
15005633,Cust05633,542,Spain,Female,35,0,160621.9,1,1,0,103.81,0
15005634,Cust05634,657,France,Male,45,3,56838.26,1,1,1,83.94,0
15005635,Cust05635,614,France,Female,60,4,0.0,1,1,0,193.83,0
15005636,Cust05636,679,France,Female,45,4,49540.7,2,1,0,106.86,0
15005637,Cust05637,600,Germany,Female,43,1,112519.43,1,0,1,174.4,0
15005638,Cust05638,597,Germany,Male,41,3,0.0,2,1,1,108.63,0
15005639,Cust05639,562,Germany,Male,36,10,153743.77,1,1,0,22.4,0
15005640,Cust05640,840,Spain,Female,29,7,126253.6,2,0,0,178.73,0
15005641,Cust05641,717,Germany,Male,62,0,82016.52,1,1,1,153.67,0
15005642,Cust05642,715,France,Female,38,3,66702.35,1,0,1,195.62,0
15005643,Cust05643,578,Germany,Female,25,3,56727.97,1,1,0,74.12,1
15005644,Cust05644,771,France,Female,46,2,200357.63,2,1,0,101.39,1
15005645,Cust05645,764,Germany,Female,40,5,107465.8,1,0,0,159.61,0
15005646,Cust05646,766,France,Male,41,8,142799.82,1,1,1,60.83,0
15005647,Cust05647,638,France,Female,18,2,38844.98,2,1,1,116.03,1
15005648,Cust05648,709,France,Male,26,8,210545.89,1,1,1,97.06,0
15005649,Cust05649,848,France,Male,39,6,98547.7,3,0,1,178.02,1
15005650,Cust05650,549,Germany,Male,48,1,90100.12,2,1,0,24.2,0
15005651,Cust05651,619,Spain,Female,52,2,48368.04,2,0,0,113.66,0
15005652,Cust05652,563,Germany,Male,26,1,8744.95,1,0,1,136.68,0
15005653,Cust05653,454,France,Male,39,8,171571.04,1,0,0,94.63,1
15005654,Cust05654,757,France,Female,61,6,125291.97,2,0,1,106.05,1
15005655,Cust05655,587,Spain,Male,37,8,81206.86,2,1,0,26.34,0
15005656,Cust05656,574,Spain,Male,39,4,80565.61,1,1,0,158.51,0
15005657,Cust05657,620,Spain,Male,42,2,61652.7,1,1,0,96.3,0
15005658,Cust05658,776,Germany,Male,44,1,0.0,2,1,0,84.21,1
15005659,Cust05659,576,France,Male,32,7,96991.6,2,1,1,93.63,0
15005660,Cust05660,831,Spain,Female,56,1,77824.83,2,1,0,22.06,1
15005661,Cust05661,647,Germany,Female,55,9,114494.28,1,1,0,24.38,0
15005662,Cust05662,621,Germany,Male,33,9,94548.2,1,1,1,160.53,0
15005663,Cust05663,850,Germany,Male,23,6,150640.23,1,0,1,108.49,0
15005664,Cust05664,629,Spain,Female,37,2,43195.01,1,0,1,37.08,0
15005665,Cust05665,611,Germany,Male,36,2,33686.94,2,0,0,15.86,1
15005666,Cust05666,709,France,Male,28,3,66915.87,2,0,0,85.41,1
15005667,Cust05667,628,France,Female,19,10,74509.03,1,1,1,11.02,0
15005668,Cust05668,634,France,Female,26,1,69721.9,1,0,0,158.5,1
15005669,Cust05669,682,Germany,Male,18,8,138542.63,2,0,1,87.68,0
15005670,Cust05670,607,Germany,Female,32,0,9044.2,3,1,0,124.69,0
15005671,Cust05671,633,Germany,Male,53,7,104750.26,1,1,1,70.04,0
15005672,Cust05672,780,France,Male,33,1,44349.09,1,0,1,87.72,0
15005673,Cust05673,742,Spain,Male,38,2,161206.04,1,0,0,18.42,0
15005674,Cust05674,670,Germany,Male,40,7,155212.38,1,0,0,26.08,1
15005675,Cust05675,725,France,Female,48,4,9763.65,2,0,0,144.39,1
15005676,Cust05676,572,Spain,Female,42,3,93965.56,2,0,0,27.51,0
15005677,Cust05677,703,France,Female,37,9,113900.05,1,0,1,192.55,0
15005678,Cust05678,707,France,Male,48,7,90543.34,2,0,0,15.61,1
15005679,Cust05679,771,France,Female,49,5,35796.31,2,0,0,103.3,0
15005680,Cust05680,650,Spain,Male,26,10,159923.95,1,0,0,65.92,0
15005681,Cust05681,692,Spain,Female,38,0,28412.12,2,0,1,184.13,0
15005682,Cust05682,643,Spain,Male,30,5,165462.28,2,1,0,18.93,0
15005683,Cust05683,668,Germany,Female,23,4,91831.97,1,0,0,103.05,0
15005684,Cust05684,597,France,Male,45,6,10954.02,1,1,0,147.36,0
15005685,Cust05685,824,Spain,Female,40,3,0.0,2,0,0,63.96,1
15005686,Cust05686,585,Germany,Male,42,6,107296.44,2,0,1,149.8,0
15005687,Cust05687,670,France,Male,39,7,44170.6,1,0,0,83.52,0
15005688,Cust05688,723,France,Female,57,7,165944.02,2,1,0,188.95,0
15005689,Cust05689,608,France,Male,45,0,0.0,1,0,0,38.12,0
15005690,Cust05690,583,France,Female,37,8,64653.82,1,1,0,51.94,0
15005691,Cust05691,662,France,Female,33,7,141792.09,4,1,0,168.18,1
15005692,Cust05692,794,Spain,Female,61,3,135935.71,1,1,0,55.77,0
15005693,Cust05693,635,Germany,Male,20,9,54208.01,2,0,1,92.4,0
15005694,Cust05694,487,France,Female,41,9,17180.5,2,0,0,84.16,0
15005695,Cust05695,649,Germany,Male,38,9,131571.23,1,0,0,118.01,1
15005696,Cust05696,687,Germany,Female,23,0,0.0,3,0,1,184.54,0
15005697,Cust05697,661,Germany,Female,37,4,66296.71,1,1,1,119.22,0
15005698,Cust05698,795,Spain,Male,32,7,82964.59,1,0,0,109.93,0
15005699,Cust05699,462,France,Female,41,1,69829.24,4,1,1,41.26,0
15005700,Cust05700,660,Germany,Female,42,0,22514.69,2,0,0,110.69,1
15005701,Cust05701,624,France,Female,51,5,164698.71,2,0,0,156.43,0
15005702,Cust05702,570,France,Male,32,4,101094.35,2,0,1,133.87,0
15005703,Cust05703,711,France,Male,36,6,47540.56,2,0,0,171.03,0
15005704,Cust05704,827,Germany,Female,51,6,86642.53,1,1,0,175.52,0
15005705,Cust05705,633,France,Female,21,0,181127.81,1,1,1,181.56,0
15005706,Cust05706,750,France,Female,36,6,106043.79,2,0,1,71.29,0
15005707,Cust05707,433,Spain,Female,43,5,42388.82,1,1,0,106.3,0
15005708,Cust05708,623,Germany,Male,40,4,37239.72,1,0,1,174.41,0
15005709,Cust05709,640,France,Male,49,8,14582.53,1,1,1,135.28,0
15005710,Cust05710,788,France,Male,37,2,8345.38,2,0,1,135.9,0
15005711,Cust05711,586,Spain,Female,41,0,0.0,2,0,1,12.01,0
15005712,Cust05712,707,Spain,Female,56,3,121436.19,1,0,1,47.53,0
15005713,Cust05713,850,Germany,Male,50,7,0.0,1,1,1,160.96,0
15005714,Cust05714,708,Germany,Female,52,3,221577.15,2,0,0,162.17,0
15005715,Cust05715,592,Germany,Male,49,3,78755.77,1,1,1,55.51,0
15005716,Cust05716,551,France,Female,33,6,0.0,1,1,1,165.88,0
15005717,Cust05717,669,Spain,Female,34,5,121091.32,2,0,1,13.39,0
15005718,Cust05718,664,France,Male,18,2,157784.26,2,0,0,31.45,0
15005719,Cust05719,490,Germany,Female,21,10,0.0,1,1,1,75.04,0
15005720,Cust05720,568,Spain,Male,33,9,64429.98,2,1,0,179.93,0
15005721,Cust05721,562,France,Female,48,8,62289.77,3,1,0,51.73,0
15005722,Cust05722,772,Spain,Female,41,6,183500.75,1,1,1,191.3,0
15005723,Cust05723,699,Germany,Male,18,10,26279.88,2,1,0,51.2,0
15005724,Cust05724,701,France,Male,39,7,64546.99,1,1,1,79.0,0
15005725,Cust05725,633,Germany,Female,30,3,0.0,2,0,1,146.75,0
15005726,Cust05726,461,Germany,Female,57,1,122551.59,2,1,0,109.88,1
15005727,Cust05727,722,Germany,Female,57,4,106247.74,1,1,1,146.52,0
15005728,Cust05728,678,Germany,Male,29,9,41711.21,1,0,0,14.71,0
15005729,Cust05729,703,France,Female,40,2,184138.42,1,0,0,93.64,0
15005730,Cust05730,583,Germany,Female,23,0,0.0,2,1,1,171.12,0
15005731,Cust05731,656,France,Male,63,0,98186.97,2,1,0,90.4,0
15005732,Cust05732,506,Spain,Female,49,7,59501.55,1,1,1,17.77,0
15005733,Cust05733,683,France,Female,26,1,119888.84,1,1,1,195.51,0
15005734,Cust05734,680,France,Male,18,2,90565.23,3,0,0,14.58,1
15005735,Cust05735,681,Germany,Female,50,9,7880.86,1,1,1,165.79,0
15005736,Cust05736,514,France,Female,40,10,137122.81,1,1,1,174.35,0
15005737,Cust05737,516,Spain,Female,40,5,182396.71,2,1,1,24.97,0
15005738,Cust05738,551,Germany,Female,32,3,124384.53,1,1,1,14.65,0
15005739,Cust05739,812,France,Female,58,0,106969.05,4,1,0,63.24,0
15005740,Cust05740,620,Spain,Male,44,7,176699.86,3,1,0,169.33,0
15005741,Cust05741,618,Spain,Male,27,7,33701.18,1,1,1,46.4,1
15005742,Cust05742,777,Spain,Female,36,2,155989.92,2,1,1,64.49,1
15005743,Cust05743,574,France,Female,35,9,51648.88,2,0,1,118.65,0
15005744,Cust05744,691,Germany,Female,18,8,68759.36,1,1,0,145.72,0
15005745,Cust05745,712,France,Female,56,9,88386.13,2,0,1,19.97,0
15005746,Cust05746,511,France,Female,32,10,0.0,2,0,1,173.92,0
15005747,Cust05747,585,France,Female,29,9,138799.22,4,0,1,33.13,1
15005748,Cust05748,635,Spain,Female,22,0,181530.69,2,1,0,20.87,0
15005749,Cust05749,623,France,Male,29,1,77565.23,1,0,1,94.19,0
15005750,Cust05750,601,France,Male,39,7,2777.69,2,0,0,22.31,1
15005751,Cust05751,564,Spain,Male,39,8,118670.94,1,0,1,65.3,0
15005752,Cust05752,529,Spain,Male,54,3,118438.57,3,1,1,35.97,1
15005753,Cust05753,702,Germany,Female,31,9,39249.89,2,0,1,140.04,0
15005754,Cust05754,536,France,Male,47,1,57049.69,2,1,0,133.04,1
15005755,Cust05755,652,Spain,Female,25,6,0.0,3,0,0,50.02,1
15005756,Cust05756,638,France,Male,24,8,45599.64,2,0,1,186.4,0
15005757,Cust05757,763,France,Female,26,1,139575.21,4,0,0,57.32,0
15005758,Cust05758,732,Germany,Male,27,5,0.0,2,1,1,165.76,0
15005759,Cust05759,627,Spain,Female,29,2,52805.52,1,1,0,187.39,0
15005760,Cust05760,645,France,Female,38,5,103619.71,2,1,0,136.19,0
15005761,Cust05761,518,France,Male,33,7,101557.68,2,0,1,147.1,0
